,title,link,view,upload_date
174,블랙핑크 리사가 떠난다고? YG 재계약 불투명!! 안돼 ㅠㅠ #blackpink #lisa,https://youtube.com/watch?v=TQpANJTSqzM&pp=ygUv67iU656Z7ZWR7YGsIGFmdGVyOjIwMjMtMDYtMTQgYmVmb3JlOjIwMjMtMDgtMTQ%3D,1만회,1개월 전
175,"[속보] BTS 뷔, 블랙핑크 제니 결혼식!! 임신 3주차 ㄷㄷ",https://youtube.com/shorts/wDVFYKJ8Ti0,22만회,2개월 전
176,"영국 최대 축제 마저 점령한 블랙핑크 ""이런 떼창은 진짜 블랙핑크만 가능해""",https://youtube.com/watch?v=ltejGhPAVME&pp=ygUv67iU656Z7ZWR7YGsIGFmdGVyOjIwMjMtMDYtMTQgYmVmb3JlOjIwMjMtMDgtMTQ%3D,3.4천회,1개월 전
177,아이브 가을의 블랙핑크-Kill This Love 커버 (#박가을_탈퇴해),https://youtube.com/shorts/cO51PgdTVpE,9.3천회,1개월 전
178,BLACKPINK 블랙핑크 지수 (JISOO) ‘변함없는 팬사랑’ 출국 Departure | 인천공항 • 230810,https://youtube.com/watch?v=eMmL-xxiDA8&pp=ygUv67iU656Z7ZWR7YGsIGFmdGVyOjIwMjMtMDYtMTQgYmVmb3JlOjIwMjMtMDgtMTQ%3D,6.7천회,4일 전
179,"블랙핑크, 美 MTV 어워즈 '최고 안무상' 등 4개 부문 후보 / YTN",https://youtube.com/watch?v=0esYFtTUwMw&pp=ygUv67iU656Z7ZWR7YGsIGFmdGVyOjIwMjMtMDYtMTQgYmVmb3JlOjIwMjMtMDgtMTQ%3D,624회,4일 전
180,230731 블랙핑크 지수 입국 BLACKPINK Jisoo Airport Arrival,https://youtube.com/watch?v=zXFt-AugWSE&pp=ygUv67iU656Z7ZWR7YGsIGFmdGVyOjIwMjMtMDYtMTQgYmVmb3JlOjIwMjMtMDgtMTQ%3D,4.6천회,2주 전
181,"[문화연예 플러스] 블랙핑크 지수, 배우 안보현과 열애 (2023.08.04/뉴스투데이/MBC)",https://youtube.com/watch?v=83i8hAhLg8k&pp=ygUv67iU656Z7ZWR7YGsIGFmdGVyOjIwMjMtMDYtMTQgYmVmb3JlOjIwMjMtMDgtMTQ%3D,1.5만회,10일 전
182,"블랙핑크 '지수', 월드클래스 특급 미모🌸 (출국)✈️BLACKPINK 'JISOO' Airport Departure 23.7.11 #Newsen",https://youtube.com/watch?v=035JD2Rjops&pp=ygUv67iU656Z7ZWR7YGsIGFmdGVyOjIwMjMtMDYtMTQgYmVmb3JlOjIwMjMtMDgtMTQ%3D,4.7만회,1개월 전
183,230808 블랙핑크 로제 인스타 라이브 BLACKPINK Rosé Instagram Live,https://youtube.com/watch?v=AuAiS2CV9v4&pp=ygUv67iU656Z7ZWR7YGsIGFmdGVyOjIwMjMtMDYtMTQgYmVmb3JlOjIwMjMtMDgtMTQ%3D,17만회,6일 전
184,[LIVE]   BLACKPINK Departure - at  SGBAC 20230728,https://youtube.com/watch?v=QAie7r4BMhQ&pp=ygUv67iU656Z7ZWR7YGsIGFmdGVyOjIwMjMtMDYtMTQgYmVmb3JlOjIwMjMtMDgtMTQ%3D,15만회,스트리밍 시간: 2주 전
185,[I돌숨명] 블랙핑크(BLACKPINK) - See U Laterㅣ지수 진정성 진짜 미치겠다.. 너무 진심인데?,https://youtube.com/watch?v=mPXsrjIDOh4&pp=ygUv67iU656Z7ZWR7YGsIGFmdGVyOjIwMjMtMDYtMTQgYmVmb3JlOjIwMjMtMDgtMTQ%3D,828회,3주 전
186,'갈비뼈' 앙상하게 드러날 정도로 야위어 팬들 걱정하게 만든 '블랙핑크' 로제😨,https://youtube.com/shorts/MuDHuQl8t-A,38만회,3주 전
187,블랙핑크 지수 한국인 최초 전세계 연예인 파워랭킹 1위 등극?! #한류 #kpop #블랙핑크 #블랙핑크지수 #blackpink #디올 #dior #댓글반응 #해외반응,https://youtube.com/watch?v=2GHAvdcAGa0&pp=ygUv67iU656Z7ZWR7YGsIGFmdGVyOjIwMjMtMDYtMTQgYmVmb3JlOjIwMjMtMDgtMTQ%3D,3.8천회,1개월 전
188,"[D뉴스] ""열애설 상대는 누구?""…'재계약 불발설' 블랙핑크 리사 포착",https://youtube.com/watch?v=QdP3QfTJk7E&pp=ygUv67iU656Z7ZWR7YGsIGFmdGVyOjIwMjMtMDYtMTQgYmVmb3JlOjIwMjMtMDgtMTQ%3D,9.6천회,1개월 전
189,영국의 코첼라인 BST 페스티벌에서 VIP티켓으로 블랙핑크 본 브이로그🖤🎀 GRWM💄하이드파크  Blackpink 2023🇬🇧,https://youtube.com/watch?v=pJJHmhIn06w&pp=ygUv67iU656Z7ZWR7YGsIGFmdGVyOjIwMjMtMDYtMTQgYmVmb3JlOjIwMjMtMDgtMTQ%3D,10만회,1개월 전
190,[블랙핑크] 파워 T 인간 지수,https://youtube.com/shorts/Ui2l5EVILLA,1.6만회,1개월 전
191,"""블랙핑크 콘서트 안 가""…베트남 팬들 불매운동, 왜? / JTBC 상암동 클라스",https://youtube.com/watch?v=L7SC2ePQXSg&pp=ygUv67iU656Z7ZWR7YGsIGFmdGVyOjIwMjMtMDYtMTQgYmVmb3JlOjIwMjMtMDgtMTQ%3D,1만회,1개월 전
192,"대만 연예인들이 가장 어려워 하는 부탁 ""블랙핑크 티켓, 이다혜 사진, 서희제 사인""",https://youtube.com/watch?v=QZC4bU4S4Rs&pp=ygUv67iU656Z7ZWR7YGsIGFmdGVyOjIwMjMtMDYtMTQgYmVmb3JlOjIwMjMtMDgtMTQ%3D,5.4만회,1개월 전
193,블랙핑크 베트남 추가 공연 확정되자 미쳐버린 베트남 반응!!!,https://youtube.com/watch?v=IZky5LVb5DY&pp=ygUv67iU656Z7ZWR7YGsIGFmdGVyOjIwMjMtMDYtMTQgYmVmb3JlOjIwMjMtMDgtMTQ%3D,2.9만회,1개월 전
194,블랙핑크 리사 개인활동 시작 신호??,https://youtube.com/watch?v=raEFNFszAzk&pp=ygUv67iU656Z7ZWR7YGsIGFmdGVyOjIwMjMtMDYtMTQgYmVmb3JlOjIwMjMtMDgtMTQ%3D,2.2천회,1개월 전
195,블랙핑크 지수 남자친구,https://youtube.com/watch?v=3N2y8BQDRfw&pp=ygUv67iU656Z7ZWR7YGsIGFmdGVyOjIwMjMtMDYtMTQgYmVmb3JlOjIwMjMtMDgtMTQ%3D,8.5만회,11일 전
196,Red Velvet(레드벨벳) x TWICE(트와이스) x BLACKPINK(블랙핑크) 2배속 댄스 모음.zip l #2배속댄스 l 2xSpeedDance,https://youtube.com/watch?v=1lxXuIlIBMA&pp=ygUv67iU656Z7ZWR7YGsIGFmdGVyOjIwMjMtMDYtMTQgYmVmb3JlOjIwMjMtMDgtMTQ%3D,37만회,1개월 전
197,"[LIVE] 블랙핑크, ""하노이 공연 마치고 입국"" l BLACKPINK, ""SGBAC Arrival'"" [공항]",https://youtube.com/watch?v=RnXAovl3gqI&pp=ygUv67iU656Z7ZWR7YGsIGFmdGVyOjIwMjMtMDYtMTQgYmVmb3JlOjIwMjMtMDgtMTQ%3D,2.4만회,스트리밍 시간: 2주 전
198,"블랙핑크가 시드니 콘서트 끝나자마자 급하게 귀국한 이유...""K팝의 거물 블랙핑크가 귀를 찢는 쇼로 시드니를 강타했다""",https://youtube.com/watch?v=ZL_Vby_Gyis&pp=ygUv67iU656Z7ZWR7YGsIGFmdGVyOjIwMjMtMDYtMTQgYmVmb3JlOjIwMjMtMDgtMTQ%3D,3.3만회,1개월 전
199,"게임 끝난 피프티..""그래서 위약금이 얼마라구요?"" 더 이상 이름 못 써",https://youtube.com/watch?v=L6Dzyq37gfw&pp=ygUv67iU656Z7ZWR7YGsIGFmdGVyOjIwMjMtMDYtMTQgYmVmb3JlOjIwMjMtMDgtMTQ%3D,91만회,2주 전
200,Blackpink @ Stade de France in Paris - Kick it | Fancam,https://youtube.com/watch?v=jgnMH77mbQc&pp=ygUv67iU656Z7ZWR7YGsIGFmdGVyOjIwMjMtMDYtMTQgYmVmb3JlOjIwMjMtMDgtMTQ%3D,11만회,4주 전
201,7살 딸이 블랙핑크 따라 부르자 헛웃음 치는 아빠? 블랙핑크 해외반응 블랙핑크 코첼라 무대,https://youtube.com/watch?v=uQ6oryBSnow&pp=ygUv67iU656Z7ZWR7YGsIGFmdGVyOjIwMjMtMDYtMTQgYmVmb3JlOjIwMjMtMDgtMTQ%3D,9.3천회,3주 전
202,'K팝 걸그룹 역사' 블랙핑크의 7주년…재계약 향배는? / 연합뉴스TV (YonhapnewsTV),https://youtube.com/watch?v=c1Hwxr3CmEo&pp=ygUv67iU656Z7ZWR7YGsIGFmdGVyOjIwMjMtMDYtMTQgYmVmb3JlOjIwMjMtMDgtMTQ%3D,810회,6일 전
203,"[단독] 지수❤️안보현, 공식커플 탄생…""우린 지금, 알아가는 과정"" (ENG SUB)",https://youtube.com/watch?v=cUaaWe5YdwM&pp=ygUv67iU656Z7ZWR7YGsIGFmdGVyOjIwMjMtMDYtMTQgYmVmb3JlOjIwMjMtMDgtMTQ%3D,37만회,11일 전
204,"충격 / 안보현, 블랙핑크 지수 때문에 해어질 수도..",https://youtube.com/watch?v=Bj4wn4irn78&pp=ygUv67iU656Z7ZWR7YGsIGFmdGVyOjIwMjMtMDYtMTQgYmVmb3JlOjIwMjMtMDgtMTQ%3D,1.3천회,6일 전
205,"블랙핑크 지수 ♥ 배우 안보현, 접점이 없었던 그들이 만날 수 있는 이유는?",https://youtube.com/watch?v=M1JVpMt6uDE&pp=ygUv67iU656Z7ZWR7YGsIGFmdGVyOjIwMjMtMDYtMTQgYmVmb3JlOjIwMjMtMDgtMTQ%3D,1.9천회,9일 전
206,"K팝, 세계 최대 음악 축제 '접수'...""흥행 보증 수표"" / YTN",https://youtube.com/watch?v=DvXoqsyNE4Q&pp=ygUv67iU656Z7ZWR7YGsIGFmdGVyOjIwMjMtMDYtMTQgYmVmb3JlOjIwMjMtMDgtMTQ%3D,17만회,2일 전
207,Blackpink @ Stade de France in Paris - Lovesick girls | Fancam,https://youtube.com/watch?v=fXOQevLI5DQ&pp=ygUv67iU656Z7ZWR7YGsIGFmdGVyOjIwMjMtMDYtMTQgYmVmb3JlOjIwMjMtMDgtMTQ%3D,14만회,4주 전
208,BlackPink Playlist 2 Hours | 블랙핑크 플레이리스트,https://youtube.com/watch?v=jYIdRrqxgh4&pp=ygUv67iU656Z7ZWR7YGsIGFmdGVyOjIwMjMtMDYtMTQgYmVmb3JlOjIwMjMtMDgtMTQ%3D,21만회,1개월 전
209,[블랙핑크] 지수 복근 찰지게 때리는 제니,https://youtube.com/shorts/wu-vi-MJ9oM,1.7만회,1개월 전
210,[블랙핑크] 여전히 시크한 지수네 반려견 달곰이,https://youtube.com/shorts/NeXZvdSolTw,8.4천회,6일 전
211,블랙핑크 지수❤️안보현 공식 열애 인정,https://youtube.com/shorts/sEaSQiXU36o,10만회,11일 전
212,"요즘으로 치면 블랙핑크, ""혹시 제가 제니인가요?"" 쥬얼리 하주연의 당돌한 발언ㅋㅋ #근황TV살아있네!살아있어 EP.4 | tvN STORY 230720 방송",https://youtube.com/watch?v=3dr-ODOX5u0&pp=ygUv67iU656Z7ZWR7YGsIGFmdGVyOjIwMjMtMDYtMTQgYmVmb3JlOjIwMjMtMDgtMTQ%3D,1.3천회,3주 전
213,"블랙핑크, 8월에 YG앤터 전속계약 '만료' 로제의 과거 발언 재조명 #blackpink",https://youtube.com/watch?v=lp7GQeQJTOk&pp=ygUv67iU656Z7ZWR7YGsIGFmdGVyOjIwMjMtMDYtMTQgYmVmb3JlOjIwMjMtMDgtMTQ%3D,5.5천회,1개월 전
214,7주년을 맞이한 블랙핑크! “8주년을 맞이한다면 얼마나 더 소중할까”,https://youtube.com/watch?v=18LHe75eN6g&pp=ygUv67iU656Z7ZWR7YGsIGFmdGVyOjIwMjMtMDYtMTQgYmVmb3JlOjIwMjMtMDgtMTQ%3D,394회,5일 전
215,‘한국어’ 미국에선 제3의 언어…갈수록 높아지는 K팝 위상 | 뉴스A,https://youtube.com/watch?v=FMMTWKu1SkU&pp=ygUv67iU656Z7ZWR7YGsIGFmdGVyOjIwMjMtMDYtMTQgYmVmb3JlOjIwMjMtMDgtMTQ%3D,11만회,3주 전
216,[K-POP IN PUBLIC | ONE TAKE] BLACKPINK (블랙핑크) - 'FOREVER YOUNG' | Dance cover by QUARTZ,https://youtube.com/watch?v=4Bna7GTxmf0&pp=ygUv67iU656Z7ZWR7YGsIGFmdGVyOjIwMjMtMDYtMTQgYmVmb3JlOjIwMjMtMDgtMTQ%3D,3.4만회,1개월 전
217,[4K] 230702 하이드파크 블랙핑크 지수 Pretty Savage 직캠 BLACKPINK JISOO BST Hyde Park fancam @BST Hyde Park,https://youtube.com/watch?v=GPZUh7NlcUw&pp=ygUv67iU656Z7ZWR7YGsIGFmdGVyOjIwMjMtMDYtMTQgYmVmb3JlOjIwMjMtMDgtMTQ%3D,2.4만회,1개월 전
218,"대만반응| 한국을 언급하는 중국인 인터뷰에 더 흥분하는 대만인들, 한국을 신경쓸수밖에 없는 환경에서 사는 중국MZ세대. 유럽여행에서 중국인 취급받아 빡친 태국유튜버",https://youtube.com/watch?v=v27zxouHozw&pp=ygUv67iU656Z7ZWR7YGsIGFmdGVyOjIwMjMtMDYtMTQgYmVmb3JlOjIwMjMtMDgtMTQ%3D,13만회,12일 전
219,중국반응│해외에서 일어난 길거리인터뷰 굴욕│중국의 위대함을 보여주고 싶었던 중국인유튜버│하지만 돌아오는 답변은 모두 한국 BTS 블랙핑크│중국어로[路],https://youtube.com/watch?v=gysjVFf9UOw&pp=ygUv67iU656Z7ZWR7YGsIGFmdGVyOjIwMjMtMDYtMTQgYmVmb3JlOjIwMjMtMDgtMTQ%3D,78만회,2주 전
220,"블랙핑크, K팝 그룹 단일 뮤직비디오 신기록 [잇슈연예] / KBS  2023.08.01.",https://youtube.com/watch?v=SS44ldvp--Y&pp=ygUv67iU656Z7ZWR7YGsIGFmdGVyOjIwMjMtMDYtMTQgYmVmb3JlOjIwMjMtMDgtMTQ%3D,6.9천회,13일 전
221,"몸 사리던 양현석. 피프티피프티 사건 터지자 참다 못해 폭발한 이유 ""한국 가요계 현재 발칵 뒤집혔다""",https://youtube.com/watch?v=ttSDPhYgdU0&pp=ygUv67iU656Z7ZWR7YGsIGFmdGVyOjIwMjMtMDYtMTQgYmVmb3JlOjIwMjMtMDgtMTQ%3D,23만회,1개월 전
222,"[LIVE] 지수·로제(블랙핑크), ""인천국제공항 출국"" l JISOO·ROSÉ(BLACKPINK), ""ICN INT Airport Departure"" [공항]",https://youtube.com/watch?v=pZEtYrf_nxQ&pp=ygUv67iU656Z7ZWR7YGsIGFmdGVyOjIwMjMtMDYtMTQgYmVmb3JlOjIwMjMtMDgtMTQ%3D,2.4만회,스트리밍 시간: 4일 전
223,"[LIVE] 블랙핑크(BLACKPINK), 서울김포비지니스항공센터 출국✈️SGBAC Airport Departure 2023.7.28 #Newsen",https://youtube.com/watch?v=ZQXsXRfeWcQ&pp=ygUv67iU656Z7ZWR7YGsIGFmdGVyOjIwMjMtMDYtMTQgYmVmb3JlOjIwMjMtMDgtMTQ%3D,6.1만회,스트리밍 시간: 2주 전
224,블랙핑크 베트남 첫 상륙에 3만명 터진 함성! 블랙핑크 코첼라 콘서트 해외반응 blackpinkvietnam,https://youtube.com/watch?v=fVeS9lpJRyo&pp=ygUv67iU656Z7ZWR7YGsIGFmdGVyOjIwMjMtMDYtMTQgYmVmb3JlOjIwMjMtMDgtMTQ%3D,1.1천회,8일 전
225,[자막뉴스] 다낭 콘서트 취소되나?...곤란한 상황 처한 블랙핑크 / KBS 2023.7.12.,https://youtube.com/watch?v=QP7CXLE0MiM&pp=ygUv67iU656Z7ZWR7YGsIGFmdGVyOjIwMjMtMDYtMTQgYmVmb3JlOjIwMjMtMDgtMTQ%3D,7.6천회,1개월 전
226,"블랙핑크 불매에서 중국 드라마 퇴출까지…베트남, ‘구단선’ 검열 강화 / KBS  2023.07.11.",https://youtube.com/watch?v=2b9cBb1M06Y&pp=ygUv67iU656Z7ZWR7YGsIGFmdGVyOjIwMjMtMDYtMTQgYmVmb3JlOjIwMjMtMDgtMTQ%3D,5.6만회,1개월 전
227,"4K 230811 Blackpink intro, entrance, ‘Pink Venom’ Born Pink Encore MetLife1 NJ NY 블랙핑크",https://youtube.com/watch?v=Xq9QPk_LqN0&pp=ygUv67iU656Z7ZWR7YGsIGFmdGVyOjIwMjMtMDYtMTQgYmVmb3JlOjIwMjMtMDgtMTQ%3D,3.1만회,2일 전
228,[블링크 브이로그] EP.8 | BST 하이드파크 블핑보러 런던까지 갔.단.다,https://youtube.com/watch?v=vZd0hHgcYDg&pp=ygUv67iU656Z7ZWR7YGsIGFmdGVyOjIwMjMtMDYtMTQgYmVmb3JlOjIwMjMtMDgtMTQ%3D,5.7천회,3주 전
229,"[씬속뉴스] 블랙핑크 리사, 루이비통 회장 아들과 '열애설'에 '재계약 불발설'까지..아이돌 '마의 7년' 무사히 넘길까?/ 연합뉴스TV (YonhapnewsTV)",https://youtube.com/watch?v=NuGhwx1yM6A&pp=ygUv67iU656Z7ZWR7YGsIGFmdGVyOjIwMjMtMDYtMTQgYmVmb3JlOjIwMjMtMDgtMTQ%3D,9.1천회,1개월 전
230,"디올의 공주, 블랙핑크 지수가이번 파리 패션쇼에 불참한 이유",https://youtube.com/watch?v=4xVB8ZVej6M&pp=ygUv67iU656Z7ZWR7YGsIGFmdGVyOjIwMjMtMDYtMTQgYmVmb3JlOjIwMjMtMDgtMTQ%3D,3.7천회,1개월 전
231,블랙핑크 보컬 순위 | Ranking Blackpink in vocals,https://youtube.com/shorts/JYjcE6tML0g,62만회,2주 전
232,"블랙핑크 리사, 으악! 늦었어요 'RUN RUN Queen LISA❤' (출국)✈️BLACKPINK 'LISA' ICN Airport Departure 23.6.29 #Newsen",https://youtube.com/watch?v=yvOLJcpyy9U&pp=ygUv67iU656Z7ZWR7YGsIGFmdGVyOjIwMjMtMDYtMTQgYmVmb3JlOjIwMjMtMDgtMTQ%3D,5.3만회,1개월 전
233,블랙핑크 따라 만든 일본판 블랙핑크??,https://youtube.com/shorts/_3MtnvQzq-Y,48만회,1개월 전
234,美 'MTV 비디오 뮤직 어워즈' 4개 부문 후보 블랙핑크! 리사 'MONEY' 스포티파이 9억 스트리밍 돌파 '또 K팝 최초 기록' 수립 #blackpink #lisa,https://youtube.com/watch?v=dxWJQALJ6vg&pp=ygUv67iU656Z7ZWR7YGsIGFmdGVyOjIwMjMtMDYtMTQgYmVmb3JlOjIwMjMtMDgtMTQ%3D,2.4천회,3일 전
235,Met Gala vlog,https://youtube.com/watch?v=67BcmY40gfA&pp=ygUv67iU656Z7ZWR7YGsIGFmdGVyOjIwMjMtMDYtMTQgYmVmb3JlOjIwMjMtMDgtMTQ%3D,208만회,1개월 전
236,"블랙핑크, 베트남 공연 추가 개최 ""최대 스타디움 입성"" #blackpink",https://youtube.com/watch?v=A2aG53KxzRw&pp=ygUv67iU656Z7ZWR7YGsIGFmdGVyOjIwMjMtMDYtMTQgYmVmb3JlOjIwMjMtMDgtMTQ%3D,1.9천회,1개월 전
237,[KPOP IN PUBLIC CHALLENGE] BLACKPINK (블랙 핑크) - PRETTY SAVAGE | Dance Cover by Haelium Nation,https://youtube.com/watch?v=d1-Svklw9jE&pp=ygUv67iU656Z7ZWR7YGsIGFmdGVyOjIwMjMtMDYtMTQgYmVmb3JlOjIwMjMtMDgtMTQ%3D,12만회,1개월 전
238,"블랙핑크 베트남 공연, '13곡에 53만원' 논란?/ YTN star",https://youtube.com/watch?v=u_fqDsrk4g4&pp=ygUv67iU656Z7ZWR7YGsIGFmdGVyOjIwMjMtMDYtMTQgYmVmb3JlOjIwMjMtMDgtMTQ%3D,1.5만회,1개월 전
239,블랙핑크 - 핑크배놈 라이브 퍼포먼스(프랑스 자선행사) 'BLACKPINK - PINK VENOM’ LIVE PERFORMANCE 리액션x한글자막x해외반응!,https://youtube.com/watch?v=iGI5uMblLjw&pp=ygUv67iU656Z7ZWR7YGsIGFmdGVyOjIwMjMtMDYtMTQgYmVmb3JlOjIwMjMtMDgtMTQ%3D,2.9만회,1개월 전
240,제니가 미국드라마 촬영도중 뷔와 헤어졌다는 빼박 증거모음,https://youtube.com/watch?v=DlcJgJtzmMc&pp=ygUv67iU656Z7ZWR7YGsIGFmdGVyOjIwMjMtMDYtMTQgYmVmb3JlOjIwMjMtMDgtMTQ%3D,14만회,1개월 전
241,"""고가 티켓에 달랑 14곡?""…블랙핑크, 세트리스트 논란 / SBS / 굿모닝연예",https://youtube.com/watch?v=AhhJ5dfddmw&pp=ygUv67iU656Z7ZWR7YGsIGFmdGVyOjIwMjMtMDYtMTQgYmVmb3JlOjIwMjMtMDgtMTQ%3D,7.5천회,1개월 전
242,"박진영도 이제 포기했나봄..ㄷㄷ 한때 잘나가던 있지, 최근 JYP에서 개무시 당하고있는 진짜 이유",https://youtube.com/watch?v=-OE_3TBHUY8&pp=ygUv67iU656Z7ZWR7YGsIGFmdGVyOjIwMjMtMDYtMTQgYmVmb3JlOjIwMjMtMDgtMTQ%3D,53만회,3주 전
243,"블랙핑크 로제 (BLACKPINK ROSÉ) , 미국으로 콘서트 떠나는 여유로움",https://youtube.com/watch?v=aqhptnRNKfI&pp=ygUv67iU656Z7ZWR7YGsIGFmdGVyOjIwMjMtMDYtMTQgYmVmb3JlOjIwMjMtMDgtMTQ%3D,1.5천회,4일 전
244,'7년이 지나도 변함없는 매력' 블랙핑크 지수 공항패션 (출국) #BLACKPINK #JISOO #Newsen,https://youtube.com/watch?v=lR839d6jJpg&pp=ygUv67iU656Z7ZWR7YGsIGFmdGVyOjIwMjMtMDYtMTQgYmVmb3JlOjIwMjMtMDgtMTQ%3D,3.1천회,3일 전
245,블랙핑크 지수 ♥ 안보현,https://youtube.com/watch?v=KGPAeCJa9ns&pp=ygUv67iU656Z7ZWR7YGsIGFmdGVyOjIwMjMtMDYtMTQgYmVmb3JlOjIwMjMtMDgtMTQ%3D,1.1만회,11일 전
246,블랙핑크 재계약 열애설 현재 상황,https://youtube.com/watch?v=JATf5oSNdHs&pp=ygUv67iU656Z7ZWR7YGsIGFmdGVyOjIwMjMtMDYtMTQgYmVmb3JlOjIwMjMtMDgtMTQ%3D,2.2천회,3주 전
247,Blackpink @ BST Hyde Park - 프리티 ​​새비지 | 직캠,https://youtube.com/watch?v=vLOUiICmko4&pp=ygUv67iU656Z7ZWR7YGsIGFmdGVyOjIwMjMtMDYtMTQgYmVmb3JlOjIwMjMtMDgtMTQ%3D,53만회,1개월 전
248,"블랙핑크 제니, 재계약 후 ‘솔로’ 컴백하나…신곡 협회에 등록 완료 #blackpink #jennie",https://youtube.com/watch?v=fEhcn7KxDcQ&pp=ygUv67iU656Z7ZWR7YGsIGFmdGVyOjIwMjMtMDYtMTQgYmVmb3JlOjIwMjMtMDgtMTQ%3D,1.6천회,3일 전
249,YG잔류·더블랙행·각자도생? 블랙핑크(BLACKPINK) 재계약 둘러싼 3가지 시나리오,https://youtube.com/watch?v=JhSBXxgCTa4&pp=ygUv67iU656Z7ZWR7YGsIGFmdGVyOjIwMjMtMDYtMTQgYmVmb3JlOjIwMjMtMDgtMTQ%3D,1.2천회,1개월 전
250,블랙핑크 리사가 태국에서 신적인 존재가 된 이유,https://youtube.com/shorts/hRa77coo8J0,694만회,1개월 전
251,4K 230811 Blackpink encore ‘As if it’s Your Last’ & fireworks Born Pink Encore MetLife1 NJ NY 블랙핑크,https://youtube.com/watch?v=tzIf10a6UIU&pp=ygUv67iU656Z7ZWR7YGsIGFmdGVyOjIwMjMtMDYtMTQgYmVmb3JlOjIwMjMtMDgtMTQ%3D,1.2만회,1일 전
252,붐바야 (BOOMBAYAH) (Live) - BLACKPINK - BST Hyde Park 2023-07-02,https://youtube.com/watch?v=qZyG5YSM1hU&pp=ygUv67iU656Z7ZWR7YGsIGFmdGVyOjIwMjMtMDYtMTQgYmVmb3JlOjIwMjMtMDgtMTQ%3D,14만회,1개월 전
253,남사친과 여행? 블랙핑크 지수 반응ㅋㅋㅋ #shorts #blackpink,https://youtube.com/shorts/iHu6NyNQ71o,6만회,1개월 전
254,베니의 ‘Ice Cream’ - BLACKPINK(블랙핑크 with Selena Gomez) cover by Benny the Cat #shorts,https://youtube.com/shorts/K32MV514-PU,28만회,6일 전
255,230811 Blackpink at MetLife  Soundcheck / Bornpink World Tour in New Jersey #블랙핑크,https://youtube.com/watch?v=7arXsFjxRTE&pp=ygUv67iU656Z7ZWR7YGsIGFmdGVyOjIwMjMtMDYtMTQgYmVmb3JlOjIwMjMtMDgtMTQ%3D,1.7천회,2일 전
256,"미국CNN 영국BBC 블랙핑크 지수열애보도에 완전 뒤집어진 전세계반응, 미국 CNN,""K팝계에서 보기 힘든 이례적인 일..""",https://youtube.com/watch?v=xTLFr6Pq4U4&pp=ygUv67iU656Z7ZWR7YGsIGFmdGVyOjIwMjMtMDYtMTQgYmVmb3JlOjIwMjMtMDgtMTQ%3D,1.6천회,7일 전
257,블랙핑크 리사가 놀라운 허리로 온라인에서 열풍을 일으켰다,https://youtube.com/watch?v=AmfX4Aq746g&pp=ygUv67iU656Z7ZWR7YGsIGFmdGVyOjIwMjMtMDYtMTQgYmVmb3JlOjIwMjMtMDgtMTQ%3D,2.5천회,2주 전
258,걸그룹 브랜드평판 순위 TOP5💃 #블랙핑크 #뉴진스#아이브 #에스파,https://youtube.com/shorts/nT8-7q4yEc0,3.3천회,4주 전
259,"[LIVE] 블랙핑크 '로제·리사', 인천공항 입국✈️BLACKPINK 'ROSÉ·LISA' ICN Airport Arrival 23.7.19 #Newsen",https://youtube.com/watch?v=KWnmDfKOwB4&pp=ygUv67iU656Z7ZWR7YGsIGFmdGVyOjIwMjMtMDYtMTQgYmVmb3JlOjIwMjMtMDgtMTQ%3D,5.4만회,스트리밍 시간: 3주 전
260,[4K] 230702 하이드파크 블랙핑크 지수 BOOMBAYAH 직캠 BLACKPINK JISOO BST Hyde Park fancam @BST Hyde Park,https://youtube.com/watch?v=kl9AXZPJFh0&pp=ygUv67iU656Z7ZWR7YGsIGFmdGVyOjIwMjMtMDYtMTQgYmVmb3JlOjIwMjMtMDgtMTQ%3D,2만회,1개월 전
261,블랙핑크 지수 아시아인 최초 보그프랑스 표지모델 선정 극심한 프랑스 패션 인종차별을 깨부수다,https://youtube.com/watch?v=9leeKhzwxQI&pp=ygUv67iU656Z7ZWR7YGsIGFmdGVyOjIwMjMtMDYtMTQgYmVmb3JlOjIwMjMtMDgtMTQ%3D,421회,6일 전
262,"[LIVE] 블랙핑크 '제니', 인천공항 출국✈️BLACKPINK 'JENNIE' Airport Departure 23.8.10 #Newsen",https://youtube.com/watch?v=HmlIHNHA9tQ&pp=ygUv67iU656Z7ZWR7YGsIGFmdGVyOjIwMjMtMDYtMTQgYmVmb3JlOjIwMjMtMDgtMTQ%3D,3.6만회,스트리밍 시간: 4일 전
263,BLACKPINK - ‘B.P.M.’ Roll #28,https://youtube.com/watch?v=c-SMz9hiWZY&pp=ygUv67iU656Z7ZWR7YGsIGFmdGVyOjIwMjMtMDYtMTQgYmVmb3JlOjIwMjMtMDgtMTQ%3D,154만회,3주 전
264,레진아트 | BLACKPINK (블랙핑크) 'Pink Venom' #resinart  #UV레진 #shorts,https://youtube.com/shorts/abP9uIbNxq8,10만회,1개월 전
265,"블랙핑크 지수·정해인, 새 프로젝트서 호흡",https://youtube.com/watch?v=wlZf0BzE98U&pp=ygUv67iU656Z7ZWR7YGsIGFmdGVyOjIwMjMtMDYtMTQgYmVmb3JlOjIwMjMtMDgtMTQ%3D,1.6천회,3주 전
